question,choices,answer_idx,source
Jeff noticed that the big dipper was in a different spot in the sky at 2am than where it was at 10pm. Why?,"[""because of the earth's orbit"", ""the stars had rotated"", ""Jeff had been instantly transported thousands of miles from where he'd been at 10pm."", ""the earth had turned""]",3,openbookqa
What type of bounded nucleus do protists have?,"[""Mitochondrion"", ""Endoplasmic reticulum"", ""membrane"", ""Ribosomes""]",2,sciq
What process enables all living things to maintain a constant internal environment?,"[""peristalsis"", ""consciousness"", ""ketosis"", ""homeostasis""]",3,sciq
What happens when water flows over a rock for a long period of time?,"[""erosion"", ""flooding"", ""breakage"", ""evaporation""]",0,arc_easy
An eagle will use their claws to catch which of the following?,"[""nuts"", ""elephant"", ""bear"", ""mouse""]",3,openbookqa
What system possesses a memory component that allows for an efficient and dramatic response upon reinvasion of the same pathogen?,"[""adaptive immune system"", ""societal immune system"", ""suggestive immune system"", ""incorporate immune system""]",0,sciq
"All animals have specialized types of what basic structures, which can then do different jobs?","[""cells"", ""muscles"", ""atoms"", ""proteins""]",0,sciq
Cells may enter a period of rest known as what?,"[""anaphase"", ""stationary phase"", ""respiration"", ""interkinesis""]",3,sciq
The mantle is a layer of the Earth; what is something other than a layer?,"[""crust"", ""inner core"", ""outer core"", ""lava pit""]",3,openbookqa
The layer of material on the bottom of the Snake River was put there by what?,"[""fish swimming"", ""weather related degradation"", ""global warming"", ""animal movement""]",1,openbookqa
As ipod sale plummet apple reports major,"[""loses"", ""raises"", ""firings"", ""gains""]",0,openbookqa
Which common oxidizing agent can be used to oxidize alcohols?,"[""potassium dichromate"", ""potassium chloride"", ""hydrogen chloride"", ""hydrogen dichromate""]",0,sciq
What is continually released during childbirth through a positive feedback mechanism and prompts uterine contractions to fetal head toward the cervix?,"[""hemoglobin"", ""insulin"", ""vasopressin"", ""oxytocin""]",3,sciq
What is the transfer of thermal energy between objects that have different temperatures?,"[""heat"", ""warm"", ""sweat"", ""humidity""]",0,sciq
Animal rights activists are against people going into forests to live and build things because that will lead to animals homes being,"[""shoes"", ""enabled"", ""TV"", ""taken away""]",3,openbookqa
The bottoms—but not the tops—of the wave slow down because of what?,"[""size"", ""friction"", ""temperature"", ""vibration""]",1,sciq
The fossil record indicates that anthropoids began diverging from other primates about how many million years ago?,"[""70"", ""50"", ""60"", ""40""]",1,sciq
The construction of Hoover Dam on the Colorado River resulted in abundant freshwater and electrical power for the region. Which of these is a disadvantage of the construction of Hoover Dam?,"[""an increase in flooding downstream"", ""an increase in regional humidity"", ""a decrease in the amount of river ecosystems"", ""a decrease in the amount of water for irrigation""]",2,arc_easy
Which human body system attacks viruses and bacteria once they have invaded the body?,"[""circulatory"", ""endocrine"", ""digestive"", ""immune""]",3,arc_easy
"Most autotrophs make their ""food"" through which process, using the energy of the sun?","[""glycolysis"", ""atherosclerosis"", ""photosynthesis"", ""oculitis""]",2,sciq
Isaac Newton is best known for his study of,"[""motion."", ""weather."", ""body systems."", ""the history of Earth.""]",0,arc_easy
The mathematical model for calculating speed is shown below. Speed = distance/time. An airplane traveled 700 kilometers in two hours during a trip. What was the average speed of the plane during the trip?,"[""5.8 kilometers per hour"", ""350 kilometers per hour"", ""1400 kilometers per hour"", ""84,000 kilometers per hour""]",1,arc_easy
Which of the following fasteners are best to use to fasten the sides of a wooden birdhouse?,"[""bolts"", ""hooks"", ""nails"", ""pins""]",2,arc_easy
A scientist observes an unusual activity while studying bacterial cells. Using scientific inquiry to investigate the activity will enable the scientist to,"[""control the behavior."", ""prove that the behavior is beneficial."", ""evaluate different explanations of the behavior."", ""conclude how the behavior will change in the future.""]",2,arc_easy
The ability that an oven has to turn ingredients into a moist cake come from its,"[""higher temps"", ""arid environment"", ""dark heat"", ""spaciousness""]",0,openbookqa
Hydrophobic interactions arise because water molecules engage in what type of bonding with other water molecules?,"[""aquatic bonding"", ""hydrogen bonding"", ""helium bonding"", ""oxygen bonding""]",1,sciq
"In animal cells, what arises from the centrosomes and includes spindle microtubules and asters?","[""Golgi apparatus"", ""ribosomes"", ""DNA helix"", ""the spindle""]",3,sciq
"Exothermic reactions, like all chemical reactions, require what to get started?","[""surface energy"", ""membrane energy"", ""specific energy"", ""activation energy""]",3,sciq
Reactive elements are able to combine more what with other elements?,"[""slowly"", ""quickly"", ""symmetrically"", ""easily""]",3,sciq
A pet with flippers is sometimes kept in a,"[""folding metal crate with door"", ""cushioned pad with round opening"", ""bean-shaped container with fake tree"", ""cage with wheel and tubes""]",2,openbookqa
Temperature and what other environmental factor are important in the activity of an enzyme?,"[""ph level"", ""shape"", ""color"", ""size""]",0,sciq
Which object used in an experiment can safely be recycled?,"[""an aluminum can"", ""a wet paper towel"", ""salt spilled onto a tabletop"", ""a broken graduated cylinder""]",0,arc_easy
What laws regulate radiation doses to which people can be exposed?,"[""medical regulation laws"", ""voltage protection laws"", ""dose regulation laws"", ""radiation protection laws""]",3,sciq
During what time period did poor air quality become a problem?,"[""Chernobyl disaster"", ""coal industry boom"", ""industrial revolution"", ""second world war""]",2,sciq
"If a bucket of water from the sea is left out in the sun for long enough, all that will eventually remain in the bucket is","[""lava"", ""chips"", ""sodium"", ""grapes""]",2,openbookqa
If a tree is separated from it's roots it will,"[""run away"", ""expire"", ""have a party"", ""get stronger""]",1,openbookqa
Competition between members of the same species is known as?,"[""interspecies competition"", ""intraspecific competition"", ""nuchal competition"", ""egregious competition""]",1,sciq
Baroreceptors in the aortic arch and carotid sinuses monitor what level in the body?,"[""hunger"", ""air intake"", ""temperature"", ""blood pressure""]",3,sciq
Why is the life cycle of plants so complex?,"[""metamorphosis"", ""pollination process"", ""asexual reproduction"", ""alternation of generation""]",3,sciq
What date is the amount of daylight minimized,"[""Jul 4th"", ""Feb 29th"", ""May 3rd"", ""Sep 1st""]",1,openbookqa
"A small creek becomes a rushing river after years of heavy rains in a particular location. In addition to the larger water source, there are also greater","[""rock fights"", ""sheep herds"", ""bunny rolls"", ""speaking deer""]",1,openbookqa
"When a balloon is rubbed against hair, why do they attract each other?","[""constantly electron charge"", ""lean electron charge"", ""opposite electron charge"", ""same electron charge""]",2,sciq
What is the weighted average of the masses of all isotopes of an element called?,"[""cell mass"", ""light mass"", ""weight mass"", ""atomic mass""]",3,sciq
Light enters the human eye through the,"[""retina."", ""pupil."", ""iris."", ""lens.""]",1,arc_easy
Herbivores and omnivores have longer alimentary canals compared to what?,"[""carnivores"", ""mammals"", ""centipedes"", ""arthropods""]",0,sciq
What is an alloy of both tin and copper?,"[""Cobalt"", ""silver"", ""bronze"", ""Aluminium""]",2,sciq
"What is the opposite of rarefaction zones, where air molecules in waves are loosely packed?","[""molecules zones"", ""compression zones"", ""measurements zones"", ""pressure wave""]",1,sciq
"Switches can be used to cease electronic energy flow, such as when","[""a button is pushed and a fan stops spinning"", ""a fridge is running loudly"", ""a freezer turns off in a power outage"", ""a light is turned on""]",0,openbookqa
Organelles whose membranes are specialized for aerobic respiration are called what?,"[""vacuoles"", ""mitochondria"", ""chloroplasts"", ""mitosis""]",1,sciq
Heterotrophs get food by eating what?,"[""plants"", ""similar organisms"", ""other organisms"", ""sand""]",2,sciq
What eats other animals for food?,"[""marlins"", ""goats"", ""rabbits"", ""elephants""]",0,openbookqa
The intentional release or spread of agents of disease is known as what?,"[""act of war"", ""pandemic"", ""disaster"", ""bioterrorism""]",3,sciq
"Changes in the color of the statue of liberty owe to oxidation-reduction reactions, or what simpler term?","[""copper"", ""oxygen"", ""immersion"", ""corrosion""]",3,sciq
Genetically modified plants with new characteristics have been produced through genetic engineering methods. What impacts have resulted from the use of genetically modified plants?,"[""decreases in farm production"", ""decreases in corn, soybean, cottonseed, and canola oils"", ""increases in time required to plant, grow, and harvest crops"", ""increases in resistance to herbicides, insects, and viral diseases""]",3,arc_easy
A vapor light produces visible light by what process?,"[""electroluminescence"", ""luminescent"", ""Solar Energy"", ""solutes""]",0,sciq
"If environmental conditions deteriorate, many species can form protective what?","[""fibers"", ""proteins"", ""shells"", ""cysts""]",3,sciq
What aspect of beryllium allows it to absorb x-rays?,"[""low atomic number"", ""relative atomic number"", ""high atomic number"", ""magnetism""]",0,sciq
"In boys, what hormone stimulates the growth of the larynx and thickening and lengthening of the vocal folds, which causes the voice to drop in pitch during puberty?","[""Sexual"", ""Endocrine"", ""testosterone"", ""Petuitary""]",2,sciq
What is defined as a phasic change in muscle tone?,"[""elasticity"", ""gastrointestinal"", ""spasticity"", ""susceptibility""]",2,sciq
What travels 9.5 trillion kilometers a year?,"[""Sound"", ""electricity"", ""air"", ""light""]",3,sciq
What is the largest object in the solar system?,"[""the orbit"", ""the sun"", ""jupiter"", ""the earth""]",1,sciq
